state,current_date,cumulative_var1_at_current_date,cumulative_var2_at_current_date,day_since_policy1,day_since_policy2,day_since_policy3,day_since_policy4,outcome_var,cat_var_Sector,num_var_Sector,cat_var2,key_cat_var1,econ_var4,econ_var3
VA,3/17/2020,67,2,-1,5,nan,-13,-0.817718725,E,779.6,No,No,2.7,57513
VT,3/17/2020,14,0,-1,4,-8,-7,-1.507467027,C,65.4,No,Yes,2.4,68358
WA,3/17/2020,908,54,-1,17,-8,-6,-1.069699493,A,654.7,Yes,Yes,3.9,71535
WI,3/17/2020,72,0,-1,5,-8,-8,-0.677034398,F,484.2,No,No,3.5,43469
WV,3/17/2020,1,0,-1,1,-7,-7,-0.482184559,B,152.1,No,No,5,70979
WY,3/17/2020,15,0,-1,4,nan,nan,0.212394618,A,532.8,No,No,3.7,59305
AK,3/18/2020,9,0,0,7,-10,-10,-0.975066407,B,79.3,No,No,6,73181
AL,3/18/2020,51,0,0,5,nan,-17,-0.320545305,B,393.5,No,No,2.7,48123
AR,3/18/2020,33,0,0,7,nan,nan,-0.677614216,A,253.2,No,No,3.5,45869
AZ,3/18/2020,28,0,0,7,nan,-13,-0.93972068,A,551.3,No,Yes,4.5,56581
CA,3/18/2020,893,17,0,14,-1,-1,-1.242451784,A,"3,062.50",Yes,Yes,3.9,71805
CO,3/18/2020,216,3,0,7,-8,-8,-0.931858841,A,481.5,No,No,2.5,69117
CT,3/18/2020,96,1,0,8,-5,-5,-1.522631614,C,345.1,Yes,Yes,3.7,74168
DC,3/18/2020,36,0,0,7,-7,-14,-2.486635652,B,239.7,Yes,Yes,5.2,82372
DE,3/18/2020,26,0,0,5,-6,-6,-1.019780863,A,82.8,No,No,4,62852
FL,3/18/2020,326,7,0,9,nan,-16,-0.750944944,A,"1,823.00",No,No,2.8,52594
GA,3/18/2020,193,3,0,4,nan,-16,-0.788786517,A,954.3,No,No,3.1,56183
HI,3/18/2020,16,0,0,14,-7,-7,-0.047915653,D,127.6,No,No,2.7,77765
IA,3/18/2020,38,0,0,1,nan,nan,-0.592064334,A,308.2,No,No,2.8,58570
ID,3/18/2020,11,0,0,5,-7,-7,-0.849948436,A,145.7,No,No,2.8,52225
IL,3/18/2020,286,1,0,9,-3,-3,-1.036004528,A,1206.2,No,No,3.5,62992
IN,3/18/2020,39,2,0,12,-7,-7,-0.536636693,A,602,No,No,3.1,54181
KS,3/18/2020,22,1,0,6,nan,-12,-0.478270094,A,268.2,No,No,3.1,56422
KY,3/18/2020,35,1,0,12,-8,-8,-0.749811097,A,400.8,No,No,4.3,48375
LA,3/18/2020,280,7,0,7,-5,-5,-0.834263626,A,378.1,No,No,5.1,46145
MA,3/18/2020,256,0,0,8,-6,-6,-1.785957293,C,824.2,Yes,Yes,2.8,77385
MD,3/18/2020,85,1,0,13,-5,-12,-1.26678724,B,504.2,No,Yes,3.3,80776
ME,3/18/2020,43,0,0,3,-7,-14,-1.425200109,C,130.2,No,No,3.1,56277
MI,3/18/2020,80,1,0,-14,-5,-6,-1.182682455,A,805.6,No,No,3.8,54909
MN,3/18/2020,77,0,0,5,nan,-10,-1.409841973,C,549.1,No,No,3.2,68388
MO,3/18/2020,21,1,0,5,nan,-19,-0.416069711,A,543.1,No,No,3.5,53578
MS,3/18/2020,34,0,0,4,-16,-16,-0.341950969,B,243.7,No,No,5.5,43529
MT,3/18/2020,12,0,0,6,-10,-10,-0.849110317,A,96,No,No,3.5,53386
NC,3/18/2020,66,0,0,8,-12,-12,-0.611133417,A,851.5,No,No,3.6,52752
ND,3/18/2020,7,0,0,5,nan,nan,-1.238347937,A,92.8,No,No,2.3,61843
NE,3/18/2020,43,0,0,5,nan,nan,-1.05548461,A,198.6,No,No,3.9,59970
NH,3/18/2020,39,0,0,5,-10,-10,-1.521755604,A,138.5,No,No,2.6,73381
NJ,3/18/2020,427,5,0,9,-3,-3,-1.703925181,A,893.7,Yes,Yes,3.8,80088
NM,3/18/2020,28,0,0,7,-6,-6,-0.360732655,B,189.7,No,No,4.8,46744
NV,3/18/2020,82,1,0,6,nan,-13,-1.401705713,D,356.4,No,No,3.6,58003
NY,3/18/2020,2387,32,0,11,-4,-4,-1.592945024,B,"1,488.10",Yes,Yes,3.8,64894
OH,3/18/2020,90,0,0,9,-6,-6,-0.892904029,A,"1,028.40",No,No,4.1,54021
OK,3/18/2020,29,0,0,-15,-14,nan,-0.299970448,B,356.6,No,No,3.3,50051
OR,3/18/2020,74,3,0,10,nan,-5,-0.793636723,A,359.3,Yes,Yes,3.3,60212
PA,3/18/2020,139,1,0,12,-5,-14,-1.13899217,C,1307,No,No,4.7,59195
RI,3/18/2020,33,0,0,9,nan,-10,-1.270415152,C,110.7,Yes,Yes,3.1,19343
SC,3/18/2020,60,1,0,5,nan,-20,-0.533048359,A,410.6,No,No,2.4,63870
SD,3/18/2020,11,1,0,-15,nan,nan,-0.511471256,A,86.3,No,No,3.4,50570
TN,3/18/2020,98,0,0,6,-14,-15,-0.38478165,A,653.1,No,No,3.3,56521
TX,3/18/2020,166,2,0,5,nan,-15,-0.59458554,A,"2,549.20",No,No,4.5,51340
UT,3/18/2020,65,0,0,12,nan,-9,-1.384746854,A,295.2,No,No,2.5,59206
VA,3/18/2020,78,2,0,6,nan,-12,-1.067387602,E,779.6,No,No,2.7,57513
VT,3/18/2020,19,0,0,5,-7,-6,-1.705206502,C,65.4,No,Yes,2.4,68358
WA,3/18/2020,1026,68,0,18,-7,-5,-1.338726923,A,654.7,Yes,Yes,3.9,71535
WI,3/18/2020,106,0,0,6,-7,-7,-0.990049694,F,484.2,No,No,3.5,43469
WV,3/18/2020,2,0,0,2,-6,-6,-0.604443867,B,152.1,No,No,5,70979
WY,3/18/2020,17,0,0,5,nan,nan,-0.138718935,A,532.8,No,No,3.7,59305
AK,3/19/2020,12,0,1,8,-9,-9,-2.332941442,B,79.3,No,No,6,73181
AL,3/19/2020,78,0,1,6,nan,-16,-0.593343029,B,393.5,No,No,2.7,48123
AR,3/19/2020,62,0,1,8,nan,nan,-1.178852337,A,253.2,No,No,3.5,45869
AZ,3/19/2020,47,0,1,8,nan,-12,-1.235325471,A,551.3,No,Yes,4.5,56581
CA,3/19/2020,1067,19,1,15,0,0,-1.819029508,A,"3,062.50",Yes,Yes,3.9,71805
CO,3/19/2020,278,5,1,8,-7,-7,-2.665490181,A,481.5,No,No,2.5,69117
CT,3/19/2020,159,4,1,9,-4,-4,-1.960318912,C,345.1,Yes,Yes,3.7,74168
DC,3/19/2020,39,0,1,8,-6,-13,-3.060061935,B,239.7,Yes,Yes,5.2,82372
DE,3/19/2020,30,0,1,6,-5,-5,-1.380044536,A,82.8,No,No,4,62852
FL,3/19/2020,434,8,1,10,nan,-15,-1.225684965,A,"1,823.00",No,No,2.8,52594
GA,3/19/2020,282,10,1,5,nan,-15,-1.007245472,A,954.3,No,No,3.1,56183
HI,3/19/2020,26,0,1,15,-6,-6,-0.833291303,D,127.6,No,No,2.7,77765
IA,3/19/2020,44,0,1,2,nan,nan,-1.013594955,A,308.2,No,No,2.8,58570
ID,3/19/2020,23,0,1,6,-6,-6,-1.084748571,A,145.7,No,No,2.8,52225
IL,3/19/2020,420,4,1,10,-2,-2,-1.495589402,A,1206.2,No,No,3.5,62992
IN,3/19/2020,56,2,1,13,-6,-6,-0.879209775,A,602,No,No,3.1,54181
KS,3/19/2020,35,1,1,7,nan,-11,-1.105069625,A,268.2,No,No,3.1,56422
KY,3/19/2020,47,2,1,13,-7,-7,-1.056754976,A,400.8,No,No,4.3,48375
LA,3/19/2020,392,10,1,8,-4,-4,-1.273103596,A,378.1,No,No,5.1,46145
MA,3/19/2020,328,0,1,9,-5,-5,-2.286586646,C,824.2,Yes,Yes,2.8,77385
MD,3/19/2020,108,1,1,14,-4,-11,-1.641197159,B,504.2,No,Yes,3.3,80776
ME,3/19/2020,52,0,1,4,-6,-13,-1.515057972,C,130.2,No,No,3.1,56277
MI,3/19/2020,334,3,1,-13,-4,-5,-1.527716928,A,805.6,No,No,3.8,54909
MN,3/19/2020,89,0,1,6,nan,-9,-1.905090571,C,549.1,No,No,3.2,68388
MO,3/19/2020,35,1,1,6,nan,-18,-0.953701204,A,543.1,No,No,3.5,53578
MS,3/19/2020,50,1,1,5,-15,-15,-0.793881981,B,243.7,No,No,5.5,43529
MT,3/19/2020,19,0,1,7,-9,-9,-1.008206127,A,96,No,No,3.5,53386
NC,3/19/2020,104,0,1,9,-11,-11,-0.735771005,A,851.5,No,No,3.6,52752
ND,3/19/2020,19,0,1,6,nan,nan,-1.810830591,A,92.8,No,No,2.3,61843
NE,3/19/2020,47,0,1,6,nan,nan,-1.953325263,A,198.6,No,No,3.9,59970
NH,3/19/2020,44,0,1,6,-9,-9,-1.92345868,A,138.5,No,No,2.6,73381
NJ,3/19/2020,735,9,1,10,-2,-2,-2.143007467,A,893.7,Yes,Yes,3.8,80088
NM,3/19/2020,35,0,1,8,-5,-5,-0.867243561,B,189.7,No,No,4.8,46744
NV,3/19/2020,99,1,1,7,nan,-12,-2.429979554,D,356.4,No,No,3.6,58003
NY,3/19/2020,4161,39,1,12,-3,-3,-2.086692732,B,"1,488.10",Yes,Yes,3.8,64894
OH,3/19/2020,120,0,1,10,-5,-5,-1.195167439,A,"1,028.40",No,No,4.1,54021
OK,3/19/2020,44,1,1,-14,-13,nan,-0.907875624,B,356.6,No,No,3.3,50051
OR,3/19/2020,87,3,1,11,nan,-4,-0.994095072,A,359.3,Yes,Yes,3.3,60212
PA,3/19/2020,187,1,1,13,-4,-13,-1.423022748,C,1307,No,No,4.7,59195
RI,3/19/2020,44,0,1,10,nan,-9,-2.048134543,C,110.7,Yes,Yes,3.1,19343
SC,3/19/2020,81,1,1,6,nan,-19,-0.650945672,A,410.6,No,No,2.4,63870
SD,3/19/2020,14,1,1,-14,nan,nan,-1.742512316,A,86.3,No,No,3.4,50570
TN,3/19/2020,155,0,1,7,-13,-14,-0.638784603,A,653.1,No,No,3.3,56521
TX,3/19/2020,248,4,1,6,nan,-14,-1.196862329,A,"2,549.20",No,No,4.5,51340
UT,3/19/2020,80,0,1,13,nan,-8,-1.632464885,A,295.2,No,No,2.5,59206
VA,3/19/2020,94,2,1,7,nan,-11,-1.331729456,E,779.6,No,No,2.7,57513
VT,3/19/2020,22,2,1,6,-6,-5,-2.021167333,C,65.4,No,Yes,2.4,68358
WA,3/19/2020,1228,75,1,19,-6,-4,-1.637343109,A,654.7,Yes,Yes,3.9,71535
WI,3/19/2020,155,2,1,7,-6,-6,-1.357899057,F,484.2,No,No,3.5,43469
WV,3/19/2020,5,0,1,3,-5,-5,-0.63190393,B,152.1,No,No,5,70979
WY,3/19/2020,18,0,1,6,nan,nan,-1.442613364,A,532.8,No,No,3.7,59305
AK,3/20/2020,14,0,2,9,-8,-8,-2.357003795,B,79.3,No,No,6,73181
AL,3/20/2020,106,0,2,7,nan,-15,-1.533884984,B,393.5,No,No,2.7,48123
AR,3/20/2020,100,0,2,9,nan,nan,-1.560103633,A,253.2,No,No,3.5,45869
AZ,3/20/2020,70,1,2,9,nan,-11,-1.519793333,A,551.3,No,Yes,4.5,56581
CA,3/20/2020,1283,24,2,16,1,1,-2.289451547,A,"3,062.50",Yes,Yes,3.9,71805
CO,3/20/2020,364,5,2,9,-6,-6,-2.373564879,A,481.5,No,No,2.5,69117
CT,3/20/2020,194,4,2,10,-3,-3,-2.250764003,C,345.1,Yes,Yes,3.7,74168
DC,3/20/2020,71,0,2,9,-5,-12,-3.260296789,B,239.7,Yes,Yes,5.2,82372
DE,3/20/2020,39,0,2,7,-4,-4,-1.723683501,A,82.8,No,No,4,62852
FL,3/20/2020,564,9,2,11,nan,-14,-1.591327699,A,"1,823.00",No,No,2.8,52594
GA,3/20/2020,482,14,2,6,nan,-14,-1.711393369,A,954.3,No,No,3.1,56183
HI,3/20/2020,37,0,2,16,-5,-5,-2.163150695,D,127.6,No,No,2.7,77765
IA,3/20/2020,45,0,2,3,nan,nan,-1.400790421,A,308.2,No,No,2.8,58570
ID,3/20/2020,31,0,2,7,-5,-5,-1.465647317,A,145.7,No,No,2.8,52225
IL,3/20/2020,583,5,2,11,-1,-1,-1.747069509,A,1206.2,No,No,3.5,62992
IN,3/20/2020,79,3,2,14,-5,-5,-1.406764532,A,602,No,No,3.1,54181
KS,3/20/2020,49,1,2,8,nan,-10,-1.652830735,A,268.2,No,No,3.1,56422
KY,3/20/2020,63,2,2,14,-6,-6,-1.587814789,A,400.8,No,No,4.3,48375
LA,3/20/2020,537,10,2,9,-3,-3,-2.111220453,A,378.1,No,No,5.1,46145
MA,3/20/2020,413,1,2,10,-4,-4,-2.540198214,C,824.2,Yes,Yes,2.8,77385
MD,3/20/2020,150,2,2,15,-3,-10,-2.081089233,B,504.2,No,Yes,3.3,80776
ME,3/20/2020,57,0,2,5,-5,-12,-2.180502493,C,130.2,No,No,3.1,56277
MI,3/20/2020,548,4,2,-12,-3,-4,-2.143031476,A,805.6,No,No,3.8,54909
MN,3/20/2020,115,0,2,7,nan,-8,-2.271074495,C,549.1,No,No,3.2,68388
MO,3/20/2020,73,3,2,7,nan,-17,-1.352101946,A,543.1,No,No,3.5,53578
MS,3/20/2020,80,1,2,6,-14,-14,-1.765596698,B,243.7,No,No,5.5,43529
MT,3/20/2020,19,0,2,8,-8,-8,-1.363917289,A,96,No,No,3.5,53386
NC,3/20/2020,144,0,2,10,-10,-10,-1.394123792,A,851.5,No,No,3.6,52752
ND,3/20/2020,27,0,2,7,nan,nan,-2.09233947,A,92.8,No,No,2.3,61843
NE,3/20/2020,53,0,2,7,nan,nan,-2.277917548,A,198.6,No,No,3.9,59970
NH,3/20/2020,55,0,2,7,-8,-8,-2.399738127,A,138.5,No,No,2.6,73381
NJ,3/20/2020,896,11,2,11,-1,-1,-2.4525158,A,893.7,Yes,Yes,3.8,80088
NM,3/20/2020,43,0,2,9,-4,-4,-1.051987057,B,189.7,No,No,4.8,46744
NV,3/20/2020,165,2,2,8,nan,-11,-2.838695308,D,356.4,No,No,3.6,58003
NY,3/20/2020,7113,68,2,13,-2,-2,-2.561379774,B,"1,488.10",Yes,Yes,3.8,64894
OH,3/20/2020,169,1,2,11,-4,-4,-1.84449018,A,"1,028.40",No,No,4.1,54021
OK,3/20/2020,49,1,2,-13,-12,nan,-1.351198653,B,356.6,No,No,3.3,50051
OR,3/20/2020,114,3,2,12,nan,-3,-1.28067283,A,359.3,Yes,Yes,3.3,60212
PA,3/20/2020,269,1,2,14,-3,-12,-2.085344016,C,1307,No,No,4.7,59195
RI,3/20/2020,44,0,2,11,nan,-8,-2.179458243,C,110.7,Yes,Yes,3.1,19343
SC,3/20/2020,126,3,2,7,nan,-18,-1.368189421,A,410.6,No,No,2.4,63870
SD,3/20/2020,14,1,2,-13,nan,nan,-2.115515324,A,86.3,No,No,3.4,50570
TN,3/20/2020,237,0,2,8,-12,-13,-1.407324032,A,653.1,No,No,3.3,56521
TX,3/20/2020,377,5,2,7,nan,-13,-1.897942967,A,"2,549.20",No,No,4.5,51340
UT,3/20/2020,112,0,2,14,nan,-7,-1.968809855,A,295.2,No,No,2.5,59206
VA,3/20/2020,115,2,2,8,nan,-10,-1.85882106,E,779.6,No,No,2.7,57513
VT,3/20/2020,29,2,2,7,-5,-4,-2.843011838,C,65.4,No,Yes,2.4,68358
WA,3/20/2020,1404,83,2,20,-5,-3,-1.856660997,A,654.7,Yes,Yes,3.9,71535
WI,3/20/2020,216,3,2,8,-5,-5,-1.856692924,F,484.2,No,No,3.5,43469
WV,3/20/2020,8,0,2,4,-4,-4,-1.42867168,B,152.1,No,No,5,70979
WY,3/20/2020,22,0,2,7,nan,nan,-0.949818597,A,532.8,No,No,3.7,59305
AK,3/21/2020,21,0,3,10,-7,-7,-2.461500735,B,79.3,No,No,6,73181
AL,3/21/2020,131,0,3,8,nan,-14,-1.974842731,B,393.5,No,No,2.7,48123
AR,3/21/2020,118,0,3,10,nan,nan,-1.913710443,A,253.2,No,No,3.5,45869
AZ,3/21/2020,104,1,3,10,nan,-10,-1.738496672,A,551.3,No,Yes,4.5,56581
CA,3/21/2020,1544,28,3,17,2,2,-2.82540883,A,"3,062.50",Yes,Yes,3.9,71805
CO,3/21/2020,475,6,3,10,-5,-5,-2.323440863,A,481.5,No,No,2.5,69117
CT,3/21/2020,223,5,3,11,-2,-2,-2.676938199,C,345.1,Yes,Yes,3.7,74168
DC,3/21/2020,77,1,3,10,-4,-11,-3.462945616,B,239.7,Yes,Yes,5.2,82372
DE,3/21/2020,45,0,3,8,-3,-3,-2.243983055,A,82.8,No,No,4,62852
FL,3/21/2020,764,11,3,12,nan,-13,-2.216389275,A,"1,823.00",No,No,2.8,52594
GA,3/21/2020,552,20,3,7,nan,-13,-2.039723792,A,954.3,No,No,3.1,56183
HI,3/21/2020,48,0,3,17,-4,-4,-2.506771092,D,127.6,No,No,2.7,77765
IA,3/21/2020,68,0,3,4,nan,nan,-1.973336141,A,308.2,No,No,2.8,58570
ID,3/21/2020,42,0,3,8,-4,-4,-1.460967093,A,145.7,No,No,2.8,52225
IL,3/21/2020,751,6,3,12,0,0,-2.442611396,A,1206.2,No,No,3.5,62992
IN,3/21/2020,126,4,3,15,-4,-4,-2.026480805,A,602,No,No,3.1,54181
KS,3/21/2020,57,2,3,9,nan,-9,-2.0361955,A,268.2,No,No,3.1,56422
KY,3/21/2020,84,3,3,15,-5,-5,-1.96579423,A,400.8,No,No,4.3,48375
LA,3/21/2020,763,16,3,10,-2,-2,-2.545114758,A,378.1,No,No,5.1,46145
MA,3/21/2020,525,2,3,11,-3,-3,-2.821609836,C,824.2,Yes,Yes,2.8,77385
MD,3/21/2020,195,3,3,16,-2,-9,-2.554347755,B,504.2,No,Yes,3.3,80776
ME,3/21/2020,70,0,3,6,-4,-11,-2.253803665,C,130.2,No,No,3.1,56277
MI,3/21/2020,787,6,3,-11,-2,-3,-2.584693019,A,805.6,No,No,3.8,54909
MN,3/21/2020,138,1,3,8,nan,-7,-2.81067277,C,549.1,No,No,3.2,68388
MO,3/21/2020,93,3,3,8,nan,-16,-1.719826678,A,543.1,No,No,3.5,53578
MS,3/21/2020,140,1,3,7,-13,-13,-2.205207218,B,243.7,No,No,5.5,43529
MT,3/21/2020,29,0,3,9,-7,-7,-1.37898286,A,96,No,No,3.5,53386
NC,3/21/2020,184,0,3,11,-9,-9,-2.017920478,A,851.5,No,No,3.6,52752
ND,3/21/2020,28,0,3,8,nan,nan,-2.561332426,A,92.8,No,No,2.3,61843
NE,3/21/2020,61,0,3,8,nan,nan,-2.257220978,A,198.6,No,No,3.9,59970
NH,3/21/2020,65,0,3,8,-7,-7,-2.708901054,A,138.5,No,No,2.6,73381
NJ,3/21/2020,1336,16,3,12,0,0,-2.945087772,A,893.7,Yes,Yes,3.8,80088
NM,3/21/2020,57,0,3,10,-3,-3,-1.38302386,B,189.7,No,No,4.8,46744
NV,3/21/2020,165,2,3,9,nan,-10,-3.008217966,D,356.4,No,No,3.6,58003
NY,3/21/2020,10371,95,3,14,-1,-1,-2.971171057,B,"1,488.10",Yes,Yes,3.8,64894
OH,3/21/2020,247,3,3,12,-3,-3,-2.344959677,A,"1,028.40",No,No,4.1,54021
OK,3/21/2020,53,1,3,-12,-11,nan,-1.881666269,B,356.6,No,No,3.3,50051
OR,3/21/2020,137,4,3,13,nan,-2,-1.552193385,A,359.3,Yes,Yes,3.3,60212
PA,3/21/2020,388,2,3,15,-2,-11,-2.616172016,C,1307,No,No,4.7,59195
RI,3/21/2020,66,0,3,12,nan,-7,-2.684546724,C,110.7,Yes,Yes,3.1,19343
SC,3/21/2020,172,3,3,8,nan,-17,-1.802214052,A,410.6,No,No,2.4,63870
SD,3/21/2020,14,1,3,-12,nan,nan,-2.208431458,A,86.3,No,No,3.4,50570
TN,3/21/2020,312,2,3,9,-11,-12,-1.541646807,A,653.1,No,No,3.3,56521
TX,3/21/2020,547,5,3,8,nan,-12,-2.419879988,A,"2,549.20",No,No,4.5,51340
UT,3/21/2020,138,0,3,15,nan,-6,-1.884019166,A,295.2,No,No,2.5,59206
VA,3/21/2020,152,3,3,9,nan,-9,-2.286972763,E,779.6,No,No,2.7,57513
VT,3/21/2020,49,2,3,8,-4,-3,-2.971772076,C,65.4,No,Yes,2.4,68358
WA,3/21/2020,1655,95,3,21,-4,-2,-2.202021791,A,654.7,Yes,Yes,3.9,71535
WI,3/21/2020,281,4,3,9,-4,-4,-2.359517662,F,484.2,No,No,3.5,43469
WV,3/21/2020,12,0,3,5,-3,-3,-1.971015018,B,152.1,No,No,5,70979
WY,3/21/2020,24,0,3,8,nan,nan,-0.683815749,A,532.8,No,No,3.7,59305
AK,3/22/2020,22,0,4,11,-6,-6,-2.481201167,B,79.3,No,No,6,73181
AL,3/22/2020,157,0,4,9,nan,-13,-2.185013448,B,393.5,No,No,2.7,48123
AR,3/22/2020,165,0,4,11,nan,nan,-2.17400702,A,253.2,No,No,3.5,45869
AZ,3/22/2020,153,2,4,11,nan,-9,-2.147763182,A,551.3,No,Yes,4.5,56581
CA,3/22/2020,1851,35,4,18,3,3,-3.095379095,A,"3,062.50",Yes,Yes,3.9,71805
CO,3/22/2020,591,7,4,11,-4,-4,-2.370510364,A,481.5,No,No,2.5,69117
CT,3/22/2020,327,8,4,12,-1,-1,-2.905186732,C,345.1,Yes,Yes,3.7,74168
DC,3/22/2020,98,1,4,11,-3,-10,-3.803957267,B,239.7,Yes,Yes,5.2,82372
DE,3/22/2020,56,0,4,9,-2,-2,-2.570737469,A,82.8,No,No,4,62852
FL,3/22/2020,1000,13,4,13,nan,-12,-2.604433937,A,"1,823.00",No,No,2.8,52594
GA,3/22/2020,620,25,4,8,nan,-12,-2.392578622,A,954.3,No,No,3.1,56183
HI,3/22/2020,56,0,4,18,-3,-3,-1.585029704,D,127.6,No,No,2.7,77765
IA,3/22/2020,90,0,4,5,nan,nan,-2.252275681,A,308.2,No,No,2.8,58570
ID,3/22/2020,47,0,4,9,-3,-3,-1.522106543,A,145.7,No,No,2.8,52225
IL,3/22/2020,1047,9,4,13,1,1,-3.137243654,A,1206.2,No,No,3.5,62992
IN,3/22/2020,201,6,4,16,-3,-3,-2.293307152,A,602,No,No,3.1,54181
KS,3/22/2020,66,2,4,10,nan,-8,-2.179658185,A,268.2,No,No,3.1,56422
KY,3/22/2020,103,3,4,16,-4,-4,-2.176456394,A,400.8,No,No,4.3,48375
LA,3/22/2020,837,20,4,11,-1,-1,-2.453511774,A,378.1,No,No,5.1,46145
MA,3/22/2020,646,5,4,12,-2,-2,-3.161594714,C,824.2,Yes,Yes,2.8,77385
MD,3/22/2020,245,3,4,17,-1,-8,-2.773331271,B,504.2,No,Yes,3.3,80776
ME,3/22/2020,89,0,4,7,-3,-10,-2.301385388,C,130.2,No,No,3.1,56277
MI,3/22/2020,1033,9,4,-10,-1,-2,-2.715870901,A,805.6,No,No,3.8,54909
MN,3/22/2020,171,1,4,9,nan,-6,-2.8046174,C,549.1,No,No,3.2,68388
MO,3/22/2020,130,3,4,9,nan,-15,-2.060873817,A,543.1,No,No,3.5,53578
MS,3/22/2020,207,1,4,8,-12,-12,-2.325200453,B,243.7,No,No,5.5,43529
MT,3/22/2020,34,0,4,10,-6,-6,-1.530564497,A,96,No,No,3.5,53386
NC,3/22/2020,269,0,4,12,-8,-8,-2.265882637,A,851.5,No,No,3.6,52752
ND,3/22/2020,30,0,4,9,nan,nan,-2.420529768,A,92.8,No,No,2.3,61843
NE,3/22/2020,62,0,4,9,nan,nan,-2.317465332,A,198.6,No,No,3.9,59970
NH,3/22/2020,78,0,4,9,-6,-6,-2.823949261,A,138.5,No,No,2.6,73381
NJ,3/22/2020,1914,20,4,13,1,1,-3.531054964,A,893.7,Yes,Yes,3.8,80088
NM,3/22/2020,65,0,4,11,-2,-2,-1.521975837,B,189.7,No,No,4.8,46744
NV,3/22/2020,190,2,4,10,nan,-9,-3.387733718,D,356.4,No,No,3.6,58003
NY,3/22/2020,15188,142,4,15,0,0,-3.302585198,B,"1,488.10",Yes,Yes,3.8,64894
OH,3/22/2020,351,3,4,13,-2,-2,-2.393550576,A,"1,028.40",No,No,4.1,54021
OK,3/22/2020,67,2,4,-11,-10,nan,-1.754686155,B,356.6,No,No,3.3,50051
OR,3/22/2020,161,5,4,14,nan,-1,-1.805040994,A,359.3,Yes,Yes,3.3,60212
PA,3/22/2020,504,3,4,16,-1,-10,-2.721707946,C,1307,No,No,4.7,59195
RI,3/22/2020,83,0,4,13,nan,-6,-2.879889533,C,110.7,Yes,Yes,3.1,19343
SC,3/22/2020,194,3,4,9,nan,-16,-2.241238789,A,410.6,No,No,2.4,63870
SD,3/22/2020,21,1,4,-11,nan,nan,-2.019846393,A,86.3,No,No,3.4,50570
TN,3/22/2020,424,2,4,10,-10,-11,-2.008839795,A,653.1,No,No,3.3,56521
TX,3/22/2020,632,7,4,9,nan,-11,-2.407859618,A,"2,549.20",No,No,4.5,51340
UT,3/22/2020,182,1,4,16,nan,-5,-1.727192664,A,295.2,No,No,2.5,59206
VA,3/22/2020,219,6,4,10,nan,-8,-2.423524779,E,779.6,No,No,2.7,57513
VT,3/22/2020,52,2,4,9,-3,-2,-3.208199422,C,65.4,No,Yes,2.4,68358
WA,3/22/2020,1844,97,4,22,-3,-1,-2.336763733,A,654.7,Yes,Yes,3.9,71535
WI,3/22/2020,382,4,4,10,-3,-3,-2.495884005,F,484.2,No,No,3.5,43469
WV,3/22/2020,16,0,4,6,-2,-2,-2.233950557,B,152.1,No,No,5,70979
WY,3/22/2020,26,0,4,9,nan,nan,-0.392037777,A,532.8,No,No,3.7,59305
AK,3/23/2020,36,0,5,12,-5,-5,-2.660861637,B,79.3,No,No,6,73181
AL,3/23/2020,196,0,5,10,nan,-12,-1.327713407,B,393.5,No,No,2.7,48123
AR,3/23/2020,201,0,5,12,nan,nan,-1.217899336,A,253.2,No,No,3.5,45869
AZ,3/23/2020,234,2,5,12,nan,-8,-1.777958035,A,551.3,No,Yes,4.5,56581
CA,3/23/2020,2240,39,5,19,4,4,-2.456501978,A,"3,062.50",Yes,Yes,3.9,71805
CO,3/23/2020,721,10,5,12,-3,-3,-2.012937492,A,481.5,No,No,2.5,69117
CT,3/23/2020,415,10,5,13,0,0,-2.48624322,C,345.1,Yes,Yes,3.7,74168
DC,3/23/2020,116,2,5,12,-2,-9,-3.438751127,B,239.7,Yes,Yes,5.2,82372
DE,3/23/2020,87,0,5,10,-1,-1,-2.046707229,A,82.8,No,No,4,62852
FL,3/23/2020,1222,18,5,14,nan,-11,-2.121147105,A,"1,823.00",No,No,2.8,52594
GA,3/23/2020,800,25,5,9,nan,-11,-1.669788503,A,954.3,No,No,3.1,56183
HI,3/23/2020,77,0,5,19,-2,-2,-1.560774036,D,127.6,No,No,2.7,77765
IA,3/23/2020,105,0,5,6,nan,nan,-1.330312424,A,308.2,No,No,2.8,58570
ID,3/23/2020,50,0,5,10,-2,-2,-1.545304555,A,145.7,No,No,2.8,52225
IL,3/23/2020,1285,12,5,14,2,2,-2.168042694,A,1206.2,No,No,3.5,62992
IN,3/23/2020,259,7,5,17,-2,-2,-1.256806076,A,602,No,No,3.1,54181
KS,3/23/2020,82,2,5,11,nan,-7,-1.580545342,A,268.2,No,No,3.1,56422
KY,3/23/2020,124,3,5,17,-3,-3,-1.411791995,A,400.8,No,No,4.3,48375
LA,3/23/2020,1172,34,5,12,0,0,-1.81544542,A,378.1,No,No,5.1,46145
MA,3/23/2020,777,9,5,13,-1,-1,-2.667245845,C,824.2,Yes,Yes,2.8,77385
MD,3/23/2020,290,3,5,18,0,-7,-2.238279827,B,504.2,No,Yes,3.3,80776
ME,3/23/2020,107,0,5,8,-2,-9,-2.142768097,C,130.2,No,No,3.1,56277
