state,current_date,cumulative_var1_at_current_date,cumulative_var2_at_current_date,day_since_policy1,day_since_policy2,day_since_policy3,day_since_policy4,outcome_var,cat_var_Sector,num_var_Sector,cat_var2,key_cat_var1,econ_var4,econ_var3
IA,4/21/2020,3641,83,34,35,nan,nan,-1.843439502,A,308.2,No,No,2.8,58570
ID,4/21/2020,1659,51,34,39,27,27,-2.07154825,A,145.7,No,No,2.8,52225
IL,4/21/2020,33059,1479,34,43,31,31,-2.434846331,A,1206.2,No,No,3.5,62992
IN,4/21/2020,12097,630,34,46,27,27,-2.147610661,A,602,No,No,3.1,54181
KS,4/21/2020,2114,107,34,40,nan,22,-2.09662585,A,268.2,No,No,3.1,56422
KY,4/21/2020,3193,172,34,46,26,26,-1.991301757,A,400.8,No,No,4.3,48375
LA,4/21/2020,24854,1405,34,41,29,29,-2.020949321,A,378.1,No,No,5.1,46145
MA,4/21/2020,41199,1961,34,42,28,28,-3.51694032,C,824.2,Yes,Yes,2.8,77385
MD,4/21/2020,14193,584,34,47,29,22,-2.97545191,B,504.2,No,Yes,3.3,80776
ME,4/21/2020,888,36,34,37,27,20,-2.464257938,C,130.2,No,No,3.1,56277
MI,4/21/2020,32935,2698,34,20,29,28,-3.3131272,A,805.6,No,No,3.8,54909
MN,4/21/2020,2567,160,34,39,nan,24,-2.664928347,C,549.1,No,No,3.2,68388
MO,4/21/2020,5941,221,34,39,nan,15,-1.751757361,A,543.1,No,No,3.5,53578
MS,4/21/2020,4716,183,34,38,18,18,-1.354590804,B,243.7,No,No,5.5,43529
MT,4/21/2020,437,12,34,40,24,24,-2.238886222,A,96,No,No,3.5,53386
NC,4/21/2020,6951,217,34,42,22,22,-1.961266566,A,851.5,No,No,3.6,52752
ND,4/21/2020,644,13,34,39,nan,nan,-2.498757844,A,92.8,No,No,2.3,61843
NE,4/21/2020,1726,38,34,39,nan,nan,-2.052614944,A,198.6,No,No,3.9,59970
NH,4/21/2020,1491,42,34,39,24,24,-2.998152908,A,138.5,No,No,2.6,73381
NJ,4/21/2020,92387,4753,34,43,31,31,-3.440193315,A,893.7,Yes,Yes,3.8,80088
NM,4/21/2020,2072,65,34,41,28,28,-2.066385149,B,189.7,No,No,4.8,46744
NV,4/21/2020,3937,163,34,40,nan,21,-3.27344531,D,356.4,No,No,3.6,58003
NY,4/21/2020,255932,19040,34,45,30,30,-3.537615554,B,"1,488.10",Yes,Yes,3.8,64894
OH,4/21/2020,13725,557,34,43,28,28,-2.325719803,A,"1,028.40",No,No,4.1,54021
OK,4/21/2020,2807,164,34,19,20,nan,-1.759912692,B,356.6,No,No,3.3,50051
OR,4/21/2020,2002,78,34,44,nan,29,-2.033449253,A,359.3,Yes,Yes,3.3,60212
PA,4/21/2020,35384,1620,34,46,29,20,-2.774192816,C,1307,No,No,4.7,59195
RI,4/21/2020,5500,171,34,43,nan,24,-3.243982054,C,110.7,Yes,Yes,3.1,19343
SC,4/21/2020,4608,135,34,39,nan,14,-1.612473529,A,410.6,No,No,2.4,63870
SD,4/21/2020,1755,8,34,19,nan,nan,-2.032642551,A,86.3,No,No,3.4,50570
TN,4/21/2020,7341,167,34,40,20,19,-1.760444782,A,653.1,No,No,3.3,56521
TX,4/21/2020,20949,552,34,39,nan,19,-2.060450515,A,"2,549.20",No,No,4.5,51340
UT,4/21/2020,3301,32,34,46,nan,25,-2.165812143,A,295.2,No,No,2.5,59206
VA,4/21/2020,9629,325,34,40,nan,22,-2.580739431,E,779.6,No,No,2.7,57513
VT,4/21/2020,818,40,34,39,27,28,-3.32963989,C,65.4,No,Yes,2.4,68358
WA,4/21/2020,12345,683,34,52,27,29,-2.789485047,A,654.7,Yes,Yes,3.9,71535
WI,4/21/2020,4620,243,34,40,27,27,-2.226447978,F,484.2,No,No,3.5,43469
WV,4/21/2020,929,26,34,36,28,28,-2.015941221,B,152.1,No,No,5,70979
WY,4/21/2020,322,6,34,39,nan,nan,-1.420253994,A,532.8,No,No,3.7,59305
AK,4/22/2020,333,7,35,42,25,25,-3.378860739,B,79.3,No,No,6,73181
AL,4/22/2020,5610,201,35,40,nan,18,-1.728550208,B,393.5,No,No,2.7,48123
AR,4/22/2020,2392,44,35,42,nan,nan,-2.194586016,A,253.2,No,No,3.5,45869
AZ,4/22/2020,5459,236,35,42,nan,22,-2.629243387,A,551.3,No,Yes,4.5,56581
CA,4/22/2020,37573,1425,35,49,34,34,-2.930279764,A,"3,062.50",Yes,Yes,3.9,71805
CO,4/22/2020,10878,526,35,42,27,27,-2.997193606,A,481.5,No,No,2.5,69117
CT,4/22/2020,22469,1544,35,43,30,30,-3.182996887,C,345.1,Yes,Yes,3.7,74168
DC,4/22/2020,3206,127,35,42,28,21,-3.994199075,B,239.7,Yes,Yes,5.2,82372
DE,4/22/2020,3200,89,35,40,29,29,-2.803725498,A,82.8,No,No,4,62852
FL,4/22/2020,28301,926,35,44,nan,19,-2.893277648,A,"1,823.00",No,No,2.8,52594
GA,4/22/2020,20099,837,35,39,nan,19,-2.288322491,A,954.3,No,No,3.1,56183
HI,4/22/2020,586,12,35,49,28,28,-4.441198973,D,127.6,No,No,2.7,77765
IA,4/22/2020,3764,90,35,36,nan,nan,-2.194677412,A,308.2,No,No,2.8,58570
ID,4/22/2020,1688,54,35,40,28,28,-2.485437247,A,145.7,No,No,2.8,52225
IL,4/22/2020,35108,1577,35,44,32,32,-2.714445616,A,1206.2,No,No,3.5,62992
IN,4/22/2020,12438,661,35,47,28,28,-2.200667205,A,602,No,No,3.1,54181
KS,4/22/2020,2291,111,35,41,nan,23,-2.596502948,A,268.2,No,No,3.1,56422
KY,4/22/2020,3373,185,35,47,27,27,-2.196853191,A,400.8,No,No,4.3,48375
LA,4/22/2020,25258,1473,35,42,30,30,-2.501084938,A,378.1,No,No,5.1,46145
MA,4/22/2020,42944,2182,35,43,29,29,-3.608997216,C,824.2,Yes,Yes,2.8,77385
MD,4/22/2020,14775,632,35,48,30,23,-3.015784184,B,504.2,No,Yes,3.3,80776
ME,4/22/2020,907,39,35,38,28,21,-2.812598713,C,130.2,No,No,3.1,56277
MI,4/22/2020,33929,2812,35,21,30,29,-3.464725517,A,805.6,No,No,3.8,54909
MN,4/22/2020,2721,179,35,40,nan,25,-2.853386182,C,549.1,No,No,3.2,68388
MO,4/22/2020,6137,236,35,40,nan,16,-2.165247314,A,543.1,No,No,3.5,53578
MS,4/22/2020,4894,193,35,39,19,19,-1.920986094,B,243.7,No,No,5.5,43529
MT,4/22/2020,439,14,35,41,25,25,-2.518917838,A,96,No,No,3.5,53386
NC,4/22/2020,7220,242,35,43,23,23,-2.225930475,A,851.5,No,No,3.6,52752
ND,4/22/2020,679,14,35,40,nan,nan,-2.403205099,A,92.8,No,No,2.3,61843
NE,4/22/2020,1826,43,35,40,nan,nan,-2.225165102,A,198.6,No,No,3.9,59970
NH,4/22/2020,1588,48,35,40,25,25,-3.202490824,A,138.5,No,No,2.6,73381
NJ,4/22/2020,95865,5063,35,44,32,32,-3.414610163,A,893.7,Yes,Yes,3.8,80088
NM,4/22/2020,2210,71,35,42,29,29,-2.586024448,B,189.7,No,No,4.8,46744
NV,4/22/2020,4081,187,35,41,nan,22,-3.577484464,D,356.4,No,No,3.6,58003
NY,4/22/2020,261591,19647,35,46,31,31,-3.621860701,B,"1,488.10",Yes,Yes,3.8,64894
OH,4/22/2020,14117,610,35,44,29,29,-2.438783194,A,"1,028.40",No,No,4.1,54021
OK,4/22/2020,2894,169,35,20,21,nan,-2.436054461,B,356.6,No,No,3.3,50051
OR,4/22/2020,2059,78,35,45,nan,30,-2.618355309,A,359.3,Yes,Yes,3.3,60212
PA,4/22/2020,36763,1720,35,47,30,21,-2.849250169,C,1307,No,No,4.7,59195
RI,4/22/2020,5841,181,35,44,nan,25,-3.212155997,C,110.7,Yes,Yes,3.1,19343
SC,4/22/2020,4761,140,35,40,nan,15,-2.003138431,A,410.6,No,No,2.4,63870
SD,4/22/2020,1858,9,35,20,nan,nan,-2.146603521,A,86.3,No,No,3.4,50570
TN,4/22/2020,7704,177,35,41,21,20,-2.106379598,A,653.1,No,No,3.3,56521
TX,4/22/2020,21769,571,35,40,nan,20,-2.502586472,A,"2,549.20",No,No,4.5,51340
UT,4/22/2020,3451,34,35,47,nan,26,-2.404530155,A,295.2,No,No,2.5,59206
VA,4/22/2020,10265,349,35,41,nan,23,-2.671345427,E,779.6,No,No,2.7,57513
VT,4/22/2020,823,40,35,40,28,29,-3.441000082,C,65.4,No,Yes,2.4,68358
WA,4/22/2020,12539,696,35,53,28,30,-3.247815709,A,654.7,Yes,Yes,3.9,71535
WI,4/22/2020,4845,247,35,41,28,28,-2.496906772,F,484.2,No,No,3.5,43469
WV,4/22/2020,939,29,35,37,29,29,-2.126449525,B,152.1,No,No,5,70979
WY,4/22/2020,326,6,35,40,nan,nan,-1.775091565,A,532.8,No,No,3.7,59305
AK,4/23/2020,335,7,36,43,26,26,-3.609296818,B,79.3,No,No,6,73181
AL,4/23/2020,5832,197,36,41,nan,19,-2.539983378,B,393.5,No,No,2.7,48123
AR,4/23/2020,2599,45,36,43,nan,nan,-1.828929046,A,253.2,No,No,3.5,45869
AZ,4/23/2020,5769,257,36,43,nan,23,-2.801011026,A,551.3,No,Yes,4.5,56581
CA,4/23/2020,39534,1548,36,50,35,35,-3.219072351,A,"3,062.50",Yes,Yes,3.9,71805
CO,4/23/2020,11262,557,36,43,28,28,-3.345185497,A,481.5,No,No,2.5,69117
CT,4/23/2020,23100,1639,36,44,31,31,-3.194880582,C,345.1,Yes,Yes,3.7,74168
DC,4/23/2020,3361,139,36,43,29,22,-4.242421081,B,239.7,Yes,Yes,5.2,82372
DE,4/23/2020,3308,92,36,41,30,30,-2.902384711,A,82.8,No,No,4,62852
FL,4/23/2020,29640,986,36,45,nan,20,-3.285387727,A,"1,823.00",No,No,2.8,52594
GA,4/23/2020,20905,871,36,40,nan,20,-2.917378888,A,954.3,No,No,3.1,56183
HI,4/23/2020,590,12,36,50,29,29,-4.622018316,D,127.6,No,No,2.7,77765
IA,4/23/2020,3939,96,36,37,nan,nan,-2.163295832,A,308.2,No,No,2.8,58570
ID,4/23/2020,1721,54,36,41,29,29,-2.743871943,A,145.7,No,No,2.8,52225
IL,4/23/2020,36935,1696,36,45,33,33,-2.901427665,A,1206.2,No,No,3.5,62992
IN,4/23/2020,13039,706,36,48,29,29,-2.53359721,A,602,No,No,3.1,54181
KS,4/23/2020,2625,112,36,42,nan,24,-2.518578915,A,268.2,No,No,3.1,56422
KY,4/23/2020,3548,194,36,48,28,28,-2.642284292,A,400.8,No,No,4.3,48375
LA,4/23/2020,25739,1540,36,43,31,31,-2.695026726,A,378.1,No,No,5.1,46145
MA,4/23/2020,46023,2360,36,44,30,30,-3.55266625,C,824.2,Yes,Yes,2.8,77385
MD,4/23/2020,15737,748,36,49,31,24,-3.264462825,B,504.2,No,Yes,3.3,80776
ME,4/23/2020,937,44,36,39,29,22,-2.30518164,C,130.2,No,No,3.1,56277
MI,4/23/2020,35252,2977,36,22,31,30,-3.555251224,A,805.6,No,No,3.8,54909
MN,4/23/2020,2942,200,36,41,nan,26,-3.047818471,C,549.1,No,No,3.2,68388
MO,4/23/2020,6321,248,36,41,nan,17,-2.254009649,A,543.1,No,No,3.5,53578
MS,4/23/2020,5153,201,36,40,20,20,-2.230601121,B,243.7,No,No,5.5,43529
MT,4/23/2020,442,14,36,42,26,26,-2.719866003,A,96,No,No,3.5,53386
NC,4/23/2020,7608,253,36,44,24,24,-2.583771891,A,851.5,No,No,3.6,52752
ND,4/23/2020,709,15,36,41,nan,nan,-2.802734543,A,92.8,No,No,2.3,61843
NE,4/23/2020,2190,47,36,41,nan,nan,-2.505315445,A,198.6,No,No,3.9,59970
NH,4/23/2020,1670,51,36,41,26,26,-3.041724943,A,138.5,No,No,2.6,73381
NJ,4/23/2020,99989,5368,36,45,33,33,-3.615557896,A,893.7,Yes,Yes,3.8,80088
NM,4/23/2020,2379,78,36,43,30,30,-2.785155306,B,189.7,No,No,4.8,46744
NV,4/23/2020,4208,195,36,42,nan,23,-3.841190318,D,356.4,No,No,3.6,58003
NY,4/23/2020,267932,20212,36,47,32,32,-3.732237383,B,"1,488.10",Yes,Yes,3.8,64894
OH,4/23/2020,14694,656,36,45,30,30,-2.620595681,A,"1,028.40",No,No,4.1,54021
OK,4/23/2020,3017,179,36,21,22,nan,-1.878754269,B,356.6,No,No,3.3,50051
OR,4/23/2020,2127,83,36,46,nan,31,-2.651720786,A,359.3,Yes,Yes,3.3,60212
PA,4/23/2020,38334,1723,36,48,31,22,-3.039402169,C,1307,No,No,4.7,59195
RI,4/23/2020,6256,189,36,45,nan,26,-3.46224978,C,110.7,Yes,Yes,3.1,19343
SC,4/23/2020,4917,150,36,41,nan,16,-2.550200402,A,410.6,No,No,2.4,63870
SD,4/23/2020,1956,9,36,21,nan,nan,-2.728167994,A,86.3,No,No,3.4,50570
TN,4/23/2020,8230,180,36,42,22,21,-2.512594551,A,653.1,No,No,3.3,56521
TX,4/23/2020,22706,601,36,41,nan,21,-2.447099974,A,"2,549.20",No,No,4.5,51340
UT,4/23/2020,3621,35,36,48,nan,27,-2.575550187,A,295.2,No,No,2.5,59206
VA,4/23/2020,10999,375,36,42,nan,24,-2.967463037,E,779.6,No,No,2.7,57513
VT,4/23/2020,825,43,36,41,29,30,-3.206967948,C,65.4,No,Yes,2.4,68358
WA,4/23/2020,12906,717,36,54,29,31,-3.332270164,A,654.7,Yes,Yes,3.9,71535
WI,4/23/2020,5052,257,36,42,29,29,-2.495917803,F,484.2,No,No,3.5,43469
WV,4/23/2020,981,31,36,38,30,30,-2.355670644,B,152.1,No,No,5,70979
WY,4/23/2020,453,7,36,41,nan,nan,-1.890840703,A,532.8,No,No,3.7,59305
AK,4/24/2020,337,7,37,44,27,27,-3.197996193,B,79.3,No,No,6,73181
AL,4/24/2020,6026,209,37,42,nan,20,-2.230757918,B,393.5,No,No,2.7,48123
AR,4/24/2020,2810,47,37,44,nan,nan,-2.493784814,A,253.2,No,No,3.5,45869
AZ,4/24/2020,6045,268,37,44,nan,24,-2.891250724,A,551.3,No,Yes,4.5,56581
CA,4/24/2020,41368,1619,37,51,36,36,-3.237911776,A,"3,062.50",Yes,Yes,3.9,71805
CO,4/24/2020,12255,672,37,44,29,29,-3.442213311,A,481.5,No,No,2.5,69117
CT,4/24/2020,23921,1764,37,45,32,32,-3.572410296,C,345.1,Yes,Yes,3.7,74168
DC,4/24/2020,3528,153,37,44,30,23,-4.464997868,B,239.7,Yes,Yes,5.2,82372
DE,4/24/2020,3442,100,37,42,31,31,-3.309253633,A,82.8,No,No,4,62852
FL,4/24/2020,30525,1045,37,46,nan,21,-3.592881692,A,"1,823.00",No,No,2.8,52594
GA,4/24/2020,21575,889,37,41,nan,21,-2.733410294,A,954.3,No,No,3.1,56183
HI,4/24/2020,595,13,37,51,30,30,-4.607821364,D,127.6,No,No,2.7,77765
IA,4/24/2020,4459,107,37,38,nan,nan,-2.688549361,A,308.2,No,No,2.8,58570
ID,4/24/2020,1870,54,37,42,30,30,-2.668986935,A,145.7,No,No,2.8,52225
IL,4/24/2020,39658,1804,37,46,34,34,-3.197547771,A,1206.2,No,No,3.5,62992
IN,4/24/2020,13680,741,37,49,30,30,-2.801731076,A,602,No,No,3.1,54181
KS,4/24/2020,2841,117,37,43,nan,25,-3.188353072,A,268.2,No,No,3.1,56422
KY,4/24/2020,3779,203,37,49,29,29,-2.700563156,A,400.8,No,No,4.3,48375
LA,4/24/2020,26140,1601,37,44,32,32,-2.865270248,A,378.1,No,No,5.1,46145
MA,4/24/2020,50969,2556,37,45,31,31,-3.938763861,C,824.2,Yes,Yes,2.8,77385
MD,4/24/2020,16618,798,37,50,32,25,-3.566258652,B,504.2,No,Yes,3.3,80776
ME,4/24/2020,965,47,37,40,30,23,-2.959372844,C,130.2,No,No,3.1,56277
MI,4/24/2020,36627,3084,37,23,32,31,-3.726691496,A,805.6,No,No,3.8,54909
MN,4/24/2020,3185,221,37,42,nan,27,-3.247350502,C,549.1,No,No,3.2,68388
MO,4/24/2020,6625,267,37,42,nan,18,-2.810277354,A,543.1,No,No,3.5,53578
MS,4/24/2020,5434,209,37,41,21,21,-2.326938441,B,243.7,No,No,5.5,43529
MT,4/24/2020,444,14,37,43,27,27,-2.79335781,A,96,No,No,3.5,53386
NC,4/24/2020,8052,270,37,45,25,25,-2.615448919,A,851.5,No,No,3.6,52752
ND,4/24/2020,748,15,37,42,nan,nan,-3.219951941,A,92.8,No,No,2.3,61843
NE,4/24/2020,2474,51,37,42,nan,nan,-3.008356023,A,198.6,No,No,3.9,59970
NH,4/24/2020,1720,53,37,42,27,27,-3.503626409,A,138.5,No,No,2.6,73381
NJ,4/24/2020,102196,5617,37,46,34,34,-3.839141077,A,893.7,Yes,Yes,3.8,80088
NM,4/24/2020,2524,84,37,44,31,31,-3.011479631,B,189.7,No,No,4.8,46744
NV,4/24/2020,4398,203,37,43,nan,24,-3.88439085,D,356.4,No,No,3.6,58003
NY,4/24/2020,276218,20759,37,48,33,33,-3.958579851,B,"1,488.10",Yes,Yes,3.8,64894
OH,4/24/2020,15169,690,37,46,31,31,-2.871429886,A,"1,028.40",No,No,4.1,54021
OK,4/24/2020,3120,188,37,22,23,nan,-2.51075951,B,356.6,No,No,3.3,50051
OR,4/24/2020,2177,86,37,47,nan,32,-2.833778942,A,359.3,Yes,Yes,3.3,60212
PA,4/24/2020,40298,1786,37,49,32,23,-3.36977275,C,1307,No,No,4.7,59195
RI,4/24/2020,6699,202,37,46,nan,27,-3.702699634,C,110.7,Yes,Yes,3.1,19343
SC,4/24/2020,5070,157,37,42,nan,17,-2.493599083,A,410.6,No,No,2.4,63870
SD,4/24/2020,2040,10,37,22,nan,nan,-3.070745684,A,86.3,No,No,3.4,50570
TN,4/24/2020,8679,180,37,43,23,22,-2.62173586,A,653.1,No,No,3.3,56521
TX,4/24/2020,23650,625,37,42,nan,22,-2.779571762,A,"2,549.20",No,No,4.5,51340
UT,4/24/2020,3782,39,37,49,nan,28,-2.478286577,A,295.2,No,No,2.5,59206
VA,4/24/2020,11595,413,37,43,nan,25,-3.294530126,E,779.6,No,No,2.7,57513
VT,4/24/2020,827,44,37,42,30,31,-3.80426662,C,65.4,No,Yes,2.4,68358
WA,4/24/2020,13120,731,37,55,30,32,-3.277807624,A,654.7,Yes,Yes,3.9,71535
WI,4/24/2020,5356,262,37,43,30,30,-2.8299239,F,484.2,No,No,3.5,43469
WV,4/24/2020,1010,32,37,39,31,31,-2.775241933,B,152.1,No,No,5,70979
WY,4/24/2020,473,7,37,42,nan,nan,-2.165034903,A,532.8,No,No,3.7,59305
AK,4/25/2020,337,7,38,45,28,28,-2.421215425,B,79.3,No,No,6,73181
AL,4/25/2020,6213,213,38,43,nan,21,-2.400377018,B,393.5,No,No,2.7,48123
AR,4/25/2020,2909,48,38,45,nan,nan,-2.218687818,A,253.2,No,No,3.5,45869
AZ,4/25/2020,6280,275,38,45,nan,25,-2.832358811,A,551.3,No,Yes,4.5,56581
CA,4/25/2020,42590,1692,38,52,37,37,-3.378332075,A,"3,062.50",Yes,Yes,3.9,71805
CO,4/25/2020,12967,670,38,45,30,30,-3.315304399,A,481.5,No,No,2.5,69117
CT,4/25/2020,24582,1862,38,46,33,33,-3.202811988,C,345.1,Yes,Yes,3.7,74168
DC,4/25/2020,3699,165,38,45,31,24,-4.373465302,B,239.7,Yes,Yes,5.2,82372
DE,4/25/2020,3576,112,38,43,32,32,-3.226604107,A,82.8,No,No,4,62852
FL,4/25/2020,30831,1054,38,47,nan,22,-3.594547125,A,"1,823.00",No,No,2.8,52594
GA,4/25/2020,22225,897,38,42,nan,22,-2.890568135,A,954.3,No,No,3.1,56183
HI,4/25/2020,597,14,38,52,31,31,-4.898146885,D,127.6,No,No,2.7,77765
IA,4/25/2020,5109,112,38,39,nan,nan,-2.943342725,A,308.2,No,No,2.8,58570
ID,4/25/2020,1887,56,38,43,31,31,-2.42324652,A,145.7,No,No,2.8,52225
IL,4/25/2020,41777,1884,38,47,35,35,-3.620873391,A,1206.2,No,No,3.5,62992
IN,4/25/2020,14395,785,38,50,31,31,-3.347277364,A,602,No,No,3.1,54181
KS,4/25/2020,3090,119,38,44,nan,26,-3.057884029,A,268.2,No,No,3.1,56422
KY,4/25/2020,3905,208,38,50,30,30,-3.27551979,A,400.8,No,No,4.3,48375
LA,4/25/2020,26512,1644,38,45,33,33,-2.878304928,A,378.1,No,No,5.1,46145
MA,4/25/2020,53348,2730,38,46,32,32,-3.591463448,C,824.2,Yes,Yes,2.8,77385
MD,4/25/2020,17766,875,38,51,33,26,-3.542669342,B,504.2,No,Yes,3.3,80776
ME,4/25/2020,990,50,38,41,31,24,-2.735971229,C,130.2,No,No,3.1,56277
MI,4/25/2020,37184,3273,38,24,33,32,-3.775787627,A,805.6,No,No,3.8,54909
MN,4/25/2020,3446,244,38,43,nan,28,-3.144997904,C,549.1,No,No,3.2,68388
MO,4/25/2020,6826,280,38,43,nan,19,-2.97401897,A,543.1,No,No,3.5,53578
MS,4/25/2020,5718,221,38,42,22,22,-2.552000629,B,243.7,No,No,5.5,43529
MT,4/25/2020,445,14,38,44,28,28,-2.305197524,A,96,No,No,3.5,53386
NC,4/25/2020,8542,300,38,46,26,26,-3.100690349,A,851.5,No,No,3.6,52752
ND,4/25/2020,803,16,38,43,nan,nan,-3.088540528,A,92.8,No,No,2.3,61843
NE,4/25/2020,2898,53,38,43,nan,nan,-3.069921433,A,198.6,No,No,3.9,59970
NH,4/25/2020,1793,60,38,43,28,28,-3.095056636,A,138.5,No,No,2.6,73381
NJ,4/25/2020,105523,5863,38,47,35,35,-3.662872057,A,893.7,Yes,Yes,3.8,80088
NM,4/25/2020,2662,93,38,45,32,32,-2.898305844,B,189.7,No,No,4.8,46744
NV,4/25/2020,4539,206,38,44,nan,25,-3.708146252,D,356.4,No,No,3.6,58003
NY,4/25/2020,286901,21326,38,49,34,34,-3.640562463,B,"1,488.10",Yes,Yes,3.8,64894
OH,4/25/2020,15587,711,38,47,32,32,-3.083218596,A,"1,028.40",No,No,4.1,54021
OK,4/25/2020,3193,194,38,23,24,nan,-2.24001183,B,356.6,No,No,3.3,50051
OR,4/25/2020,2253,87,38,48,nan,33,-2.965465802,A,359.3,Yes,Yes,3.3,60212
PA,4/25/2020,41626,1842,38,50,33,24,-3.323534561,C,1307,No,No,4.7,59195
RI,4/25/2020,7129,215,38,47,nan,28,-3.257750271,C,110.7,Yes,Yes,3.1,19343
SC,4/25/2020,5253,166,38,43,nan,18,-2.791148019,A,410.6,No,No,2.4,63870
SD,4/25/2020,2147,10,38,23,nan,nan,-3.241872733,A,86.3,No,No,3.4,50570
TN,4/25/2020,8977,187,38,44,24,23,-3.175294473,A,653.1,No,No,3.3,56521
TX,4/25/2020,24494,662,38,43,nan,23,-2.908564286,A,"2,549.20",No,No,4.5,51340
UT,4/25/2020,3950,41,38,50,nan,29,-2.282585594,A,295.2,No,No,2.5,59206
VA,4/25/2020,12365,436,38,44,nan,26,-3.380371288,E,779.6,No,No,2.7,57513
VT,4/25/2020,843,46,38,43,31,32,-3.135432769,C,65.4,No,Yes,2.4,68358
WA,4/25/2020,13484,743,38,56,31,33,-3.556331605,A,654.7,Yes,Yes,3.9,71535
WI,4/25/2020,5687,266,38,44,31,31,-3.059885466,F,484.2,No,No,3.5,43469
WV,4/25/2020,1025,33,38,40,32,32,-2.848176287,B,152.1,No,No,5,70979
WY,4/25/2020,473,7,38,43,nan,nan,-2.039011418,A,532.8,No,No,3.7,59305
AK,4/26/2020,339,7,39,46,29,29,-2.642905382,B,79.3,No,No,6,73181
AL,4/26/2020,6421,219,39,44,nan,22,-2.412936392,B,393.5,No,No,2.7,48123
AR,4/26/2020,3001,50,39,46,nan,nan,-2.021129083,A,253.2,No,No,3.5,45869
AZ,4/26/2020,6526,277,39,46,nan,26,-3.153997948,A,551.3,No,Yes,4.5,56581
CA,4/26/2020,43691,1716,39,53,38,38,-3.6051307,A,"3,062.50",Yes,Yes,3.9,71805
CO,4/26/2020,13440,678,39,46,31,31,-3.31745978,A,481.5,No,No,2.5,69117
CT,4/26/2020,25269,1925,39,47,34,34,-4.128272457,C,345.1,Yes,Yes,3.7,74168
DC,4/26/2020,3841,178,39,46,32,25,-5.125985494,B,239.7,Yes,Yes,5.2,82372
DE,4/26/2020,4034,120,39,44,33,33,-3.908319838,A,82.8,No,No,4,62852
FL,4/26/2020,31520,1073,39,48,nan,23,-3.750580063,A,"1,823.00",No,No,2.8,52594
GA,4/26/2020,22459,907,39,43,nan,23,-3.004877666,A,954.3,No,No,3.1,56183
HI,4/26/2020,599,14,39,53,32,32,-4.746369978,D,127.6,No,No,2.7,77765
IA,4/26/2020,5490,118,39,40,nan,nan,-2.693084471,A,308.2,No,No,2.8,58570
ID,4/26/2020,1897,56,39,44,32,32,-2.571945229,A,145.7,No,No,2.8,52225
IL,4/26/2020,43903,1943,39,48,36,36,-3.463221797,A,1206.2,No,No,3.5,62992
IN,4/26/2020,15012,813,39,51,32,32,-3.270790015,A,602,No,No,3.1,54181
KS,4/26/2020,3197,120,39,45,nan,27,-3.010039223,A,268.2,No,No,3.1,56422
KY,4/26/2020,4074,211,39,51,31,31,-3.320198026,A,400.8,No,No,4.3,48375
LA,4/26/2020,26773,1670,39,46,34,34,-2.792586222,A,378.1,No,No,5.1,46145
MA,4/26/2020,54938,2899,39,47,33,33,-4.525419429,C,824.2,Yes,Yes,2.8,77385
MD,4/26/2020,18581,931,39,52,34,27,-4.178502179,B,504.2,No,Yes,3.3,80776
ME,4/26/2020,1015,50,39,42,32,25,-3.526562563,C,130.2,No,No,3.1,56277
MI,4/26/2020,37751,3314,39,25,34,33,-3.688019109,A,805.6,No,No,3.8,54909
MN,4/26/2020,3602,272,39,44,nan,29,-3.264006391,C,549.1,No,No,3.2,68388
MO,4/26/2020,6997,282,39,44,nan,20,-2.541831466,A,543.1,No,No,3.5,53578
MS,4/26/2020,5911,227,39,43,23,23,-2.450255815,B,243.7,No,No,5.5,43529
MT,4/26/2020,448,14,39,45,29,29,-2.519967197,A,96,No,No,3.5,53386
NC,4/26/2020,8830,309,39,47,27,27,-3.087300166,A,851.5,No,No,3.6,52752
ND,4/26/2020,867,17,39,44,nan,nan,-3.311532619,A,92.8,No,No,2.3,61843
NE,4/26/2020,3126,55,39,44,nan,nan,-2.81171534,A,198.6,No,No,3.9,59970
NH,4/26/2020,1864,60,39,44,29,29,-3.982563195,A,138.5,No,No,2.6,73381
NJ,4/26/2020,109038,5938,39,48,36,36,-4.52288958,A,893.7,Yes,Yes,3.8,80088
NM,4/26/2020,2728,99,39,46,33,33,-3.055557635,B,189.7,No,No,4.8,46744
NV,4/26/2020,4638,206,39,45,nan,26,-4.168065432,D,356.4,No,No,3.6,58003
NY,4/26/2020,292914,21804,39,50,35,35,-4.479638394,B,"1,488.10",Yes,Yes,3.8,64894
OH,4/26/2020,15963,728,39,48,33,33,-3.570186434,A,"1,028.40",No,No,4.1,54021
OK,4/26/2020,3253,195,39,24,25,nan,-1.992663098,B,356.6,No,No,3.3,50051
OR,4/26/2020,2311,91,39,49,nan,34,-2.890801874,A,359.3,Yes,Yes,3.3,60212
PA,4/26/2020,42709,1871,39,51,34,25,-3.934174474,C,1307,No,No,4.7,59195
RI,4/26/2020,7439,226,39,48,nan,29,-4.354922918,C,110.7,Yes,Yes,3.1,19343
SC,4/26/2020,5490,174,39,44,nan,19,-2.73511402,A,410.6,No,No,2.4,63870
SD,4/26/2020,2213,11,39,24,nan,nan,-2.725347754,A,86.3,No,No,3.4,50570
TN,4/26/2020,9493,190,39,45,25,24,-3.061286416,A,653.1,No,No,3.3,56521
